id,availability,condition,description,image_link,link,title,price,brand,mpn
sellsa-1134,"in stock",new,"Platinum + Detox
	Hair Growth &amp; Conditioning Treatments


Platinum
	Hair Growth TreatmentFor Long &amp; Short Soft Texture Hair Types
&nbsp;
NuLengths Platinum Hair Growth Treatment is an organic hair growth tonic with specifically added natural conditioner, which stimulates and speeds up hair growth, while softening your hair and soothes the scalp. 
	Platinum contains all organic ingredients, with NO harmful chemicals. Platinum improves circulation in the scalp and encourages healthy new hair growth.
	NuLengths Platinum has over a 90% success rate. Within the first week, hair growth result of over 3cm is often experienced on healthy, soft textured hair types.
	Phenomenal results have been achieved with individuals that have undergone various medical treatments, such as those including Thyroid, Menopause, and Chemotherapy.
	Suitable for men and woman.
	
	Detox
		Natural Hair Cleanser
For All Hair Types
&nbsp;
Often, harsh soaps and shampoos strip hair and skin of their natural oils, leaving you feeling dry all over. NuLengths Detox Natural Hair Cleanser rinse helps to counteract the damage caused by balancing your hair and scalp's natural pH levels.

	NuLengths Detox Natural Hair Cleanser rinse will help to remove scaly build-up and residue from the hair shaft and close the hair cuticle. Since hair has a naturally low (slightly acidic) pH, our Natural Cleanser rinse will help close the hair cuticle and lock in moisture and protein.
	
	NuLengths Natural Cleanser Rinse will…
	
		Nourish hair
		Regulate PH
		Moisturise scalp and hair strands
		Prevent hair from shedding
		Promote blood circulation on the scalp
		Aid in hair growth
		Treat dry scalp, fungi, and bacteria
	
	
		When the cuticle is in good shape, is unbroken, and lies flat, your hair has a smooth appearance. When the layers of the cuticle are tightly knit together, the light is able to reflect off the cuticle, creating tangle-free hair that shines. The cuticle opens when we shampoo our hair.
		
		When the cuticle layers are open and not knit together, the hair will feel rough, coarse and brittle. The hair will absorb the light rather than reflect it, which gives the appearance of dull and lifeless hair. NuLengths Detox Natural Hair Cleanser  works as a natural detangler and has a tonic action that promotes blood circulation in the small capillaries that irrigate the skin.
	When used regularly in your natural hair care routine, NuLengths Detox Natural Hair Cleanser will revitalise your hair, leaving it soft and smooth.
	&nbsp;",https://beta.sellsa.co.za/image/product_image/1134/MEDIUM,https://beta.sellsa.co.za/nulengths-platinum-detox-combo/products/view/1134,"NuLengths Platinum & Detox Combo","378.0000 ZAR",,1134
sellsa-1135,"in stock",new,"Platinum + Detox + De-Tangled
	Hair Growth &amp; Conditioning Treatments


&nbsp;Platinum
	Hair Growth TreatmentFor Long &amp; Short Soft Texture Hair Types
&nbsp;
NuLengths Platinum Hair Growth Treatment is an organic hair growth tonic with specifically added natural conditioner, which stimulates and speeds up hair growth, while softening your hair and soothes the scalp. 
	Platinum contains all organic ingredients, with NO harmful chemicals. Platinum improves circulation in the scalp and encourages healthy new hair growth.
	NuLengths Platinum has over a 90% success rate. Within the first week, hair growth result of over 3cm is often experienced on healthy, soft textured hair types.
	Phenomenal results have been achieved with individuals that have undergone various medical treatments, such as those including Thyroid, Menopause, and Chemotherapy.
	
	Suitable for men and woman.
	
	&nbsp;Detox
		Natural Hair Cleanser
For All Hair Types
&nbsp;
Often, harsh soaps and shampoos strip hair and skin of their natural oils, leaving you feeling dry all over. NuLengths Detox Natural Hair Cleanser rinse helps to counteract the damage caused by balancing your hair and scalp's natural pH levels.

	NuLengths Detox Natural Hair Cleanser rinse will help to remove scaly build-up and residue from the hair shaft and close the hair cuticle. Since hair has a naturally low (slightly acidic) pH, our Natural Cleanser rinse will help close the hair cuticle and lock in moisture and protein.
	
	NuLengths Natural Cleanser Rinse will…
	
		Nourish hair
		Regulate PH
		Moisturise scalp and hair strands
		Prevent hair from shedding
		Promote blood circulation on the scalp
		Aid in hair growth
		Treat dry scalp, fungi, and bacteria
	
	
		When the cuticle is in good shape, is unbroken, and lies flat, your hair has a smooth appearance. When the layers of the cuticle are tightly knit together, the light is able to reflect off the cuticle, creating tangle-free hair that shines. The cuticle opens when we shampoo our hair.
		
		When the cuticle layers are open and not knit together, the hair will feel rough, coarse and brittle. The hair will absorb the light rather than reflect it, which gives the appearance of dull and lifeless hair. NuLengths Detox Natural Hair Cleanser  works as a natural detangler and has a tonic action that promotes blood circulation in the small capillaries that irrigate the skin.
	When used regularly in your natural hair care routine, NuLengths Detox Natural Hair Cleanser will revitalise your hair, leaving it soft and smooth.
	
	

	De-Tangled
		Leave in ConditionerFor All Hair Types
&nbsp;
NuLengths De-Tangled has the formula to combat challenging hair. Micro-conditioners silken and separate strands to help repair damage and prevent breakage. Your hair feels moisturised and is silky with a healthy-looking shine. Lightly conditions as it detangles.

	NuLengths De-Tangled has been specifically designed to combat frizzy hair, leaving unmanageable hair hydrated, soft, manageable with a brilliant shine. Containing hydrolyzed protein that helps in repairing damaged hair and Cationic surfactants that help in smoothing the surface of the hair. Also, with essential oils that help in making your hair soft and less vulnerable to tangles.",https://beta.sellsa.co.za/image/product_image/1135/MEDIUM,https://beta.sellsa.co.za/nulengths-platinum-de-tangled-detox-combo/products/view/1135,"NuLengths Platinum + De-tangled + Detox Combo","457.0000 ZAR",,1135
sellsa-1136,"in stock",new,"Platinum + De-Tangled
	Hair Growth &amp; Conditioning Treatments



&nbsp;Platinum
	Hair Growth TreatmentFor Long &amp; Short Soft Texture Hair Types NuLengths Platinum Hair Growth Treatment is an organic hair growth tonic with specifically added natural conditioner, which stimulates and speeds up hair growth, while softening your hair and soothes the scalp. 
Platinum contains all organic ingredients, with NO harmful chemicals. Platinum improves circulation in the scalp and encourages healthy new hair growth.
NuLengths Platinum has over a 90% success rate. Within the first week, hair growth result of over 3cm is often experienced on healthy, soft textured hair types.
Phenomenal results have been achieved with individuals that have undergone various medical treatments, such as those including Thyroid, Menopause, and Chemotherapy.

Suitable for men and woman.


De-Tangled
	Leave in ConditionerFor All Hair Types >NuLengths De-Tangled has the formula to combat challenging hair. Micro-conditioners silken and separate strands to help repair damage and prevent breakage. Your hair feels moisturised and is silky with a healthy-looking shine. Lightly conditions as it detangles. 
NuLengths De-Tangled has been specifically designed to combat frizzy hair, leaving unmanageable hair hydrated, soft, manageable with a brilliant shine. Containing hydrolyzed protein that helps in repairing damaged hair and Cationic surfactants that help in smoothing the surface of the hair. Also, with essential oils that help in making your hair soft and less vulnerable to tangles.",https://beta.sellsa.co.za/image/product_image/1136/MEDIUM,https://beta.sellsa.co.za/nulengths-platinum-de-tangled-combo/products/view/1136,"NuLengths Platinum & De-tangled Combo","328.0000 ZAR",,1136
sellsa-1139,"in stock",new,"Junior
	Hair Growth TreatmentFor All Hair Types

NuLengths Junior&nbsp;Hair Growth Treatment has been specifically designed for children. It is an organic&nbsp;hair growth tonic with natural added conditioners that stimulate hair growth, instantly softening hair while&nbsp;soothing and refreshing the scalp.
Junior contains all organic ingredients, with NO harmful chemicals added. Junior&nbsp;improves circulation in the scalp and encourages healthy new hair growth for children.&nbsp;
A 100% safe product for children.
NuLengths Junior&nbsp;Hair Growth Treatment has over a 95% success rate in children, with incredible results displayed within the first week of consistent use.Phenomenal results have been achieved with children that have undergone various medical treatments including Radio/Chemotherapy. 
&nbsp;
Suitable for children ages 1 - 10. 
		
Directions:
Shake well before use. For optimal results, use 3 - 5 times per day on dry hair for 3 weeks, followed by a 2 week non-application period. Gently apply a small amount (+/- 5ml) directly to the roots in a forward to backward motion. Allow Stimulator to soak into scalp, do not massage or wash out immediately. Style as desired. Follow your regular hair washing routine.
External use only! Avoid getting into eyes. Do not use on broken scalp. In the unlikely event of skin irritation, discontinue use. Suitable for children ages 1 - 10. Individual results may vary.
&nbsp;
Ingredients:
Aqua, Cetostearyl Alcohol, Glyceryl Stearate SE, Butyrospermum Parkii (Shea) Butter°, Behentrimonium Methosulfate, Cera Alba (Beeswax), Triticum Vulgare (Wheat Bran) Extract, Tocopherol Acetate, Argania Spinosa (Argan) Oil°, Limnanthes Alba (Meadowfoam) Seed Oil, Biovera (Aloe Barbadensis Leaf Extract, Canola Oil) , Vegetable Glycerin, Provitamin B5, Vaccinium myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Theobroma Cacao (Cocoa) Extract, Cyclopia Intermedia (Honeybush) Leaf Extract, Citrullus Lanatus Fruit (Watermelon) Extract, Leontopodium Alpinum (Edelweiss) Extracts, Avena Strigosa (Black Oat) Extract, Hydrolysed Milk Protein, Keratin, Benzyl Alcohol, Glucose Lactoperoxidase, Glucose Oxidase, Hydroxyethylcellulose, Hydroxypropyltrimonium Honey, Propolis, Citric Acid, Vanilla Planifolia (Vanilla) Oil. °Organically produced",https://beta.sellsa.co.za/image/product_image/1139/MEDIUM,https://beta.sellsa.co.za/nulengths-junior-hair-growth-treatment-1/products/view/1139,"NuLengths Junior Hair Growth Treatment","219.0000 ZAR",,1139
sellsa-1144,"in stock",new,"Platinum
	Hair Growth TreatmentFor Long &amp; Short Soft Texture Hair Types

NuLengths Platinum Hair Growth Treatment is an organic hair growth tonic with specifically added natural conditioner, which stimulates and speeds up hair growth, while softening your hair and soothes the scalp. You will be pleased to know that&nbsp;NuLengths hair growth treatment&nbsp;is one of the&nbsp;only growth&nbsp;treatments&nbsp;able to provide an&nbsp;organic, all-natural, free from synthetic chemicals and toxins product.
New hair growth of NuLengths Platinum has over a 90% success rate. Within the first week, hair growth result of over 3cm is often experienced on healthy, soft textured hair types.&nbsp;Platinum improves circulation in the scalp and encourages healthy new hair growth.
Hair loss and growth retardation could be due to a number of conditions, including poor diet, genetic coding, poor circulation, and clogged follicles. Even with the conditions customers could still experience phenomenal results and have been achieved with individuals that have undergone various medical treatments, such as,Thyroid, Menopause, and Chemotherapy.
Suitable for men and woman.
&nbsp;
Directions:
Shake well before use. For optimal results, use 5+ times per day on dry hair for 3 weeks, followed by a 2 week non-application period. Gently apply a small amount (+/- 5ml) directly to the roots in a forward to backward motion. Allow Stimulator to soak into scalp, do not massage or wash out immediately. Style as desired. Follow your regular hair washing routine.
External use only! Avoid getting into eyes. Do not use on broken scalp. In the unlikely event of skin irritation, discontinue use. Individual results may vary.
&nbsp;
Ingredients:
Aqua, Cetostearyl Alcohol, Glyceryl Stearate SE, Butyrospermum Parkii (Shea) Butter°, Behentrimonium Methosulfate, Cera Alba (Beeswax), Triticum Vulgare (Wheat Bran) Extract, Tocopherol Acetate, Argania Spinosa (Argan) Oil°, Limnanthes Alba (Meadowfoam) Seed Oil, Biovera (Aloe Barbadensis Leaf Extract, Canola Oil) , Vegetable Glycerin, Provitamin B5, Vaccinium myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Theobroma Cacao (Cocoa) Extract, Cyclopia Intermedia (Honeybush) Leaf Extract, Citrullus Lanatus Fruit (Watermelon) Extract, Leontopodium Alpinum (Edelweiss) Extracts, Avena Strigosa (Black Oat) Extract, Hydrolysed Milk Protein, Keratin, Benzyl Alcohol, Glucose Lactoperoxidase, Glucose Oxidase, Hydroxyethylcellulose, Hydroxypropyltrimonium Honey, Propolis, Citric Acid, Vanilla Planifolia (Vanilla) Oil. °Organically produced.",https://beta.sellsa.co.za/image/product_image/1144/MEDIUM,https://beta.sellsa.co.za/nulengths-platinum-hair-growth-treatment-200-ml/products/view/1144,"NuLengths Platinum Hair Growth Treatment 200 ml","249.0000 ZAR",,1144
sellsa-3182,"in stock",new,"Caffeine Infused Argan
	Hair Growth Conditioner
For All Hair Types

NuLengths Caffeine Infused Argan Hair Growth Conditioner helps to stimulate hair growth directly from the roots. Regular wash with the shampoo and conditioner nourishes the hair roots with active ingredients that help the hair follicles grow faster and reduce hair loss.
In addition, its active ingredients are great in providing strength, volume and softness to hair. The caffeine contents in the shampoo / conditioner absorb into the scalp well and start action just within the first few minutes.
Infused with Argan Oil, a legendary oil that’s rich in vitamin E and essential fatty acids. Grown organically in Morocco, this ""liquid gold”, as it’s often called amongst celebrities, is known for its many benefits to the hair and skin. 
Hair loss and growth retardation could be due to a number of conditions, including poor diet, genetic coding, poor circulation, and clogged follicles. Even with the conditions customers could still experience phenomenal results and have been achieved with individuals that have undergone various medical treatments, such as,Thyroid, Menopause, and Chemotherapy.
Please take a tour of our before and after photo's from South African men and woman that have tried NuLengths Products with great success. 
Suitable for men and woman.
&nbsp;
Directions:
After washing with NuLengths Shampoo, apply conditioner to damp hair focussing on midlengths and ends first, then work remaining conditioner to roots. Leave in for up to 5 min, and then rinse thoroughly.
External use only! Avoid getting into eyes. Do not use on broken scalp. In the unlikely event of skin irritation, discontinue use. Individual results may vary.
&nbsp;
Ingredients:
Cetearyl Alcohol, Cetyl Alcohol, Behentrimonium Chloride, Glycerin, , Caffeine, Argan oil, Lavender oil, Glycol Stearate, Glycol Distearate, Ceteareth-20, Isopropyl Alcohol, Dimethicone, Cyclotetrasiloxane, Citric Acid, Cyclopentasiloxane, Panthenol, Hydrogenated Castor Oil, Potassium Sorbate, Polyquaternium-7, Disodium EDTA, Sodium Benzoate, Tetrasodium EDTA, DMDM Hydantoin, Methylchloroisothiazolinone, Methylisothiazolinone, Fragrance (Parfum).",https://beta.sellsa.co.za/image/product_image/3182/MEDIUM,https://beta.sellsa.co.za/nulengths-caffeine-infused-argan-conditioner/products/view/3182,"NuLengths Caffeine Infused Argan Conditioner","249.0000 ZAR",,3182
sellsa-63004,"in stock",new,"African
	Hair Growth TreatmentFor Medium &amp; Short Coarse Hair Types

Black African hair requires proper maintenance for it to grow and stay healthy. A number of products on the market promise immediate growth. Hair growth, however, is determined by genetics as well as the manner in which each person nourishes their&nbsp;hair on a daily basis.
NuLengths African Hair Growth Treatment has been specifically designed for African Hair types that require more intensive growth and conditioning treatments.&nbsp;The&nbsp;formula is designed to stop and slow down hair loss by stimulating growth within the hair follicles and supplying the hair with additional vital nutrients, thereby also combating weak hair and scalp conditions.&nbsp;
African Hair Growth Treatment contains only organic ingredients, that improve the blood flow in the scalp, allowing for an increase in oxygen delivery while restoring the small hair follicles to their normal size and activity.
NuLengths African Hair Growth Treatment has over a 90% success rate, with incredible results displayed within the first two weeks of use. See your hair line completely restored.
Applied to the scalp through a spray pump applicator to reduce hair loss, revitalize hair and scalp and create optimal conditions for healthy growth.
Phenomenal results have been achieved with individuals that have undergone various medical treatments including Thyroid, Menopause, CCCA (Central Centrifugal Cicatrical Alopecia) and Radio/Chemotherapy.
Suitable for men and woman. Individual results may vary.

Directions:
Shake well before use. For optimal results, use 5+ times per day on dry hair or scalp for 3 weeks, followed by a 2 week non-application period. Gently spray Stimulator directly to the roots and scalp. Allow Stimulator to soak into scalp, do not massage or wash out immediately. Style as desired. Follow your regular hair washing routine.
External use only! Avoid getting into eyes. Do not use on broken scalp. In the unlikely event of skin irritation, discontinue use. Individual results may vary.
&nbsp;
Ingredients:
Aqua, Cetostearyl Alcohol, Glyceryl Stearate SE, Butyrospermum Parkii (Shea) Butter°, Behentrimonium Methosulfate, Cera Alba (Beeswax), Triticum Vulgare (Wheat Bran) Extract, Tocopherol Acetate, Argania Spinosa (Argan) Oil°, Limnanthes Alba (Meadowfoam) Seed Oil, Biovera (Aloe Barbadensis Leaf Extract, Canola Oil) , Vegetable Glycerin, Provitamin B5, Vaccinium myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Theobroma Cacao (Cocoa) Extract, Cyclopia Intermedia (Honeybush) Leaf Extract, Citrullus Lanatus Fruit (Watermelon) Extract, Leontopodium Alpinum (Edelweiss) Extracts, Avena Strigosa (Black Oat) Extract, Hydrolysed Milk Protein, Keratin, Benzyl Alcohol, Glucose Lactoperoxidase, Glucose Oxidase, Hydroxyethylcellulose, Hydroxypropyltrimonium Honey, Propolis, Citric Acid, Vanilla Planifolia (Vanilla) Oil. °Organically produced.",https://beta.sellsa.co.za/image/product_image/63004/MEDIUM,https://beta.sellsa.co.za/african-hair-growth-treatment/products/view/63004,"African Hair Growth Treatment","249.0000 ZAR",,63004
sellsa-63005,"in stock",new,"Strand Maximiser
	Bald Spot TreatmentFor All Hair Types

NuLengths Strand Maximiser Bald Spot&nbsp;Treatment has been specifically designed to accelerate the restoration of hair follicles and begin the hair restoration process.
Applied to the scalp, the unique blend of organic ingredients help&nbsp;reduce hair loss and revitalise scalp and hair for healthy growth. The transfer of bio-nutrients energise cells for improved follicle performance, assisting in promoting healthier blood circulation and delivery of oxygen across the applied area.
NuLengths Strand Maximiser contains all organic&nbsp;ingredients, with NO harmful chemicals. Added conditioners and natural bio-stimulators, rich in both organic and mineral substances are easily available to the hair follicle to aid in fast new hair growth.
Excellent results have been achieved with individuals that have undergone various medical treatments including Thyroid, Menopause, and Radio/Chemotherapy.
Suitable for men &amp; women. Individual results may vary.
&nbsp;
Directions:
Shake well before use. For optimal results, use 5+ times per day on dry hair or scalp for 3 weeks, followed by a 2 week non-application period. Gently spray Stimulator directly to the roots and scalp. Allow Stimulator to soak into scalp, do not massage or wash out immediately. Style as desired. Follow your regular hair washing routine.
External use only! Avoid getting into eyes. Do not use on broken scalp. In the unlikely event of skin irritation, discontinue use. Individual results may vary.
&nbsp;
Ingredients:
Aqua, Cetostearyl Alcohol, Glyceryl Stearate SE, Butyrospermum Parkii (Shea) Butter°, Behentrimonium Methosulfate, Cera Alba (Beeswax), Triticum Vulgare (Wheat Bran) Extract, Tocopherol Acetate, Argania Spinosa (Argan) Oil°, Limnanthes Alba (Meadowfoam) Seed Oil, Biovera (Aloe Barbadensis Leaf Extract, Canola Oil) , Vegetable Glycerin, Provitamin B5, Vaccinium myrtillus (Bilberry) Fruit Extract, Saccharum Officinarum (Sugar Cane) Extract, Acer Saccharum (Sugar Maple) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Vaccinium Angustifolium (Blueberry) Fruit Extract, Theobroma Cacao (Cocoa) Extract, Cyclopia Intermedia (Honeybush) Leaf Extract, Citrullus Lanatus Fruit (Watermelon) Extract, Leontopodium Alpinum (Edelweiss) Extracts, Avena Strigosa (Black Oat) Extract, Hydrolysed Milk Protein, Keratin, Benzyl Alcohol, Glucose Lactoperoxidase, Glucose Oxidase, Hydroxyethylcellulose, Hydroxypropyltrimonium Honey, Propolis, Citric Acid, Vanilla Planifolia (Vanilla) Oil. °Organically produced.",https://beta.sellsa.co.za/image/product_image/63005/MEDIUM,https://beta.sellsa.co.za/strand-maximizer-bald-spot-treatment/products/view/63005,"Strand Maximizer Bald Spot Treatment","269.0000 ZAR",,63005
sellsa-63006,"in stock",new,"Caffeine Infused Argan
	Hair Growth ShampooFor All Hair Types

NuLengths Caffeine Infused Argan Hair Growth Shampoo helps to stimulate hair growth directly from the roots. Regular wash with the shampoo and conditioner nourishes the hair roots with active ingredients that help the hair follicles grow faster and reduce hair loss.
In addition, its active ingredients are great in providing strength and volume to hair. The caffeine contents in the shampoo / conditioner absorb into the scalp well and start action just within the first few minutes.Infused with Argan Oil, a legendary oil that’s rich in vitamin E and essential fatty acids. Grown organically in Morocco, this ""liquid gold”, as it’s often called amongst celebrities, is known for its many benefits to the hair and skin. 
Hair loss and growth retardation could be due to a number of conditions, including poor diet, genetic coding, poor circulation, and clogged follicles. Even with the conditions customers could still experience phenomenal results and have been achieved with individuals that have undergone various medical treatments, such as,Thyroid, Menopause, and Chemotherapy.
Suitable for men and woman.
&nbsp;
Directions:
Rinse hair with warm water. Apply sufficient shampoo to create a lather. Gently massage at roots and work through to ends. Allow to stand for 2 - 5 min, massage again and rinse with cool water. Follow with a NuLengths Hair Growth Conditioner.
External use only! Avoid getting into eyes. Do not use on broken scalp. In the unlikely event of skin irritation, discontinue use. Individual results may vary.
&nbsp;
Ingredients:
Aqua, Sodium Laureth Sulphate, Laureth-2, Disodium Laureth Sulfosuccinate, Sodium Lauroyl Glutamate, Sodium Chloride, Caffeine, Argan oil, Lavender oil, Panthenol, Parfum, PEG-120 Methyl Glucose Dioleate, Hydrolyzed Wheat Protein, Citric Acid, Sodium Citrate, Menthol, PEG-40 Hydrogenated Castor Oil, Potassium Sorbate, Polyquaternium-7, Disodium EDTA, Sodium Benzoate, Zinc PCA, Niacinamide, Limonene, Tocopherol, Phenoxyethanol, Methylparaben, Propylparaben
	",https://beta.sellsa.co.za/image/product_image/63006/MEDIUM,https://beta.sellsa.co.za/caffeine-infused-argan-hair-growth-shampoo/products/view/63006,"Caffeine Infused Argan Hair Growth Shampoo","249.0000 ZAR",,63006
sellsa-789,"in stock",new,"Deep refreshing dual purpose hair and body wash. A rich pH balanced foam that invigorates and gently cleanses the hair and skin at the same time.

	[1] PANTHENOL works on the hair, leaving it feeling strong and healthy.
	[2] MENTHOL works on the scalp, delivering cooling effects on the skin and scalp.
	[3] CAFFEINE stimulates the roots.",https://beta.sellsa.co.za/image/product_image/789/MEDIUM,https://beta.sellsa.co.za/schwarzkopf-3d-men-hair-and-body-shampoo-250ml/products/view/789,"Schwarzkopf 3D Men Hair and Body Shampoo 250ml","199.0000 ZAR",,789
sellsa-790,"in stock",new,"Totally clean hair in 15 seconds. The shampoo cleanses away stubborn product build-up and removes all traces of oil from normal to greasy hair and scalps. It leaves the hair feeling squeaky clean but soft and manageable.
&nbsp;
[1] SCLERO PROTEINE works on the hair, rebuilding the hair structure.
[2] PANTHENOL moisturises the scalp and hair.
[3] CAFFEINE stimulates the roots.&nbsp;&nbsp;",https://beta.sellsa.co.za/image/product_image/790/MEDIUM,https://beta.sellsa.co.za/schwarzkopf-3d-men-deep-cleansing-shampoo-250ml/products/view/790,"Schwarzkopf 3D Men Deep Cleansing Shampoo 250ml","199.0000 ZAR",,790
sellsa-791,"in stock",new,"Step 1: Instant and effective removal of dandruff flakes.
&nbsp;
[1] KERATIN strengthens the hair.
	[2] ZINC PYRITHIONE effectively and gently removes dandruff flakes.
[3] ALLANTOIN helps to prevent itching and redness that dandruff scalps can experience.&nbsp;&nbsp;",https://beta.sellsa.co.za/image/product_image/791/MEDIUM,https://beta.sellsa.co.za/schwarzkopf-3d-men-anti-dandruff-shampoo/products/view/791,"Schwarzkopf 3D Men Anti-Dandruff Shampoo","199.0000 ZAR",,791
sellsa-794,"in stock",new,"
	Strong hold
	Moldable texture for disheveled looks
	Matt finish
	Apply to dry hair and work into style

100% Guaranteed Authentic
Buy with
confidence. NEO HAIR WAREHOUSE is an officially authorised stockist of
Schwarzkopf. Beware of many fake online sellers. Buying fromNEO HAIR
WAREHOUSEwill guarantee that your products are authentic. For more
information, feel welcome to contact Schwarzkopf or visit our salon.",https://beta.sellsa.co.za/image/product_image/794/MEDIUM,https://beta.sellsa.co.za/schwarzkopf-3d-men-texture-clay-100ml/products/view/794,"Schwarzkopf 3D Men Texture Clay 100ml","222.0000 ZAR",,794
sellsa-795,"in stock",new,"
	Strong hold gel
	Creates sharp structured shapes
	Shine finish
	Apply to damp or dry hair and construct into style
",https://beta.sellsa.co.za/image/product_image/795/MEDIUM,https://beta.sellsa.co.za/schwarzkopf-3d-men-strong-hold-gel-150ml/products/view/795,"Schwarzkopf 3D Men Strong Hold Gel 150ml","222.0000 ZAR",,795
sellsa-824,"in stock",new,"The sensational RapidLash&reg;&nbsp;Eyelash Enhancing Serum greatly&nbsp;improves the appearance of lashes&nbsp;with an easy once a day application. In as little as 30 days eyelashes will be beaming with&nbsp;newfound volume, sheen, and luster. RapidLash&reg;&nbsp;enhances the youthful, attractive appearance of eyelashes, magnifies alluring eye appeal and maximizes flawless, natural beauty.",https://beta.sellsa.co.za/image/product_image/824/MEDIUM,https://beta.sellsa.co.za/rapidlash-eyelash-enhancing-serum/products/view/824,"RapidLash Eyelash Enhancing Serum","950.0000 ZAR",,824
sellsa-1463,"in stock",new,"BEST MAKEUP REMOVE CLOTH - Just add water to this classy makeup remover towel, wipe away makeup, dirt and oil in just seconds. Leaves your skin clear, soft and smooth
MULTI-FUNCTIONAL! This towel works well as a Facial Makeup Remover, Eye Makeup Remover, Foundation Simple Makeup Remover, also works for Eye shadow, Mascara, Lipstick, Liners and More! Everything comes clean, no stains and remains soft, promotes healthy skin
GREAT for SELF-USE or GIFT IDEA! New eco-friendly remove makeup way, easy and convenient, also machine washable. A must have for makeup skin cleansing system
ALL NATURAL! Gentle yet effective, no any chemicals. This makeup remover cloth can be also a great facial cleansing towel, works well for all skin types including sensitive skin and delicate eye area
QUALITY GUARANTEE!",https://beta.sellsa.co.za/image/product_image/1463/MEDIUM,https://beta.sellsa.co.za/the-make-up-remover/products/view/1463,"The Make Up Remover","199.0000 ZAR",,1463
sellsa-30427,"in stock",new,"Omega-3 fatty acids are amongst the most important essential human nutrients. Since
they have to be obtained from the diet (mainly from fatty fish like herring, sardines, and
salmon) many people develop a host of diseases due to a deficiency of this super nutrient.
Fortunately correcting dietary shortage of this key anti-ageing substance is as simple as
taking a high quality supplement like Health Matrix Omega-3.
The two types of fatty acids contained in Omega-3, Eicosapentaenoic acid (EPA) and
Docosahexaenoic acid (DHA), play an important role in preventing and managing
cardiovascular disease. Research has shown that they are beneficial in:
• Supporting the normal functioning of the heart
• Reducing the risk of stroke and heart attacks
• Lowering blood fats like triglycerides and cholesterol
In addition the researched benefits of taking a scientifically determined daily dose of
Omega-3 also extend to:
• Assisting the recovery from intestinal conditions like irritable bowel syndrome
• Maintenance of normal brain function, vision and bone health
• Supporting mood stability
• Improving recovery after exercise.
&nbsp;
&nbsp;

	WHY HEALTH MATRIX?
	The Health Matrix Natural Supplement Range is a professional range of essential human
	nutrition products registered for strict compliance with the South African Medicines Control
	Council. The range was developed by South African medical professionals and anti-ageing
	experts, and formulated from only the purest ingredients sourced from across the globe.
	The Health Matrix products blend contemporary scientific knowledge with extraordinary
	components and alone, or in combination, represent a compelling opportunity to improve
	nutrient intake.
	
&nbsp;

	",https://beta.sellsa.co.za/image/product_image/30427/MEDIUM,https://beta.sellsa.co.za/health-matrix-omega-3/products/view/30427,"Health Matrix OMEGA-3","171.0000 ZAR",Samsung,30427
sellsa-30428,"in stock",new,"Due to severe global depletion of magnesium in water sources, most people are sorely
lacking in this essential mineral. Magnesium plays a role in more than 300 enzyme systems,
and its functions include:
• The reduction of fatigue
• The maintenance of healthy bone density
• Normal psychological function
• Prevention of irritability and nervousness
• Improving sleep quality
• Optimising heart &amp; skeletal muscle performance
Health Matrix’s amino acid chelate of magnesium ensures maximal absorption of this mineral
from the intestine. This promotes the highest possible bioavailability of magnesium to the
body.
&nbsp;

	WHY HEALTH MATRIX?
	The Health Matrix Natural Supplement Range is a professional range of essential human
	nutrition products registered for strict compliance with the South African Medicines Control
	Council. The range was developed by South African medical professionals and anti-ageing
	experts, and formulated from only the purest ingredients sourced from across the globe.
	The Health Matrix products blend contemporary scientific knowledge with extraordinary
	components and alone, or in combination, represent a compelling opportunity to improve
	nutrient intake.
	",https://beta.sellsa.co.za/image/product_image/30428/MEDIUM,https://beta.sellsa.co.za/health-matrix-magnesium-chelate/products/view/30428,"Health Matrix Magnesium Chelate","186.0000 ZAR",,30428
